type,varieties,abv,degree,sweet,acidity,body,tannin
Weißwein,Semillon,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Trebbiano,0.0,0.0,0.25,0.5,0.25,0.0
Weißwein,Semillon,0.0,0.0,0.25,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Grenache,0.32222222222222224,0.55,0.0,0.5,0.5,0.0
Weißwein,Moscato,0.0,0.0,0.75,0.25,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.25,0.5,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.75,0.0,0.0
Weißwein,Airen,0.0,0.0,0.5,0.5,0.25,0.0
Roséwein,Syrah & Shiraz,0.2777777777777778,0.55,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.2777777777777778,0.45,0.0,0.75,0.25,0.0
Roséwein,Pinot Noir,0.2822222222222222,0.65,0.0,0.5,0.25,0.0
Weißwein,Gewurztraminer,0.2822222222222222,0.45,0.25,0.25,0.5,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.5,0.25,0.0
Roséwein,Grenache,0.3,0.65,0.0,0.5,0.5,0.0
Roséwein,Grenache,0.28888888888888886,0.65,0.0,0.5,0.5,0.25
Weißwein,Chardonnay,0.28888888888888886,0.45,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.5,0.5,0.0
Roséwein,Grenache,0.28888888888888886,0.65,0.25,0.5,0.5,0.0
Weißwein,Chardonnay,0.32222222222222224,0.55,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,1.0,0.75,0.0
Weißwein,Chardonnay,0.3,0.65,0.0,1.0,1.0,0.0
Weißwein,Chardonnay,0.25555555555555554,0.65,0.0,1.0,0.75,0.0
Weißwein,Chardonnay,0.28888888888888886,0.65,0.0,0.75,0.75,0.0
Weißwein,Semillon,0.28888888888888886,0.45,0.0,0.5,0.25,0.0
Weißwein,Andere Weine,0.24444444444444444,0.55,0.25,0.75,0.25,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.5,0.5,0.0
Weißwein,Riesling,0.3,0.55,0.0,0.75,0.5,0.0
Weißwein,Chenin Blanc,0.28888888888888886,0.45,1.0,0.5,0.5,0.0
Weißwein,Chenin Blanc,0.2777777777777778,0.45,0.25,0.25,0.5,0.0
Weißwein,Chenin Blanc,0.3111111111111111,0.55,0.0,0.75,0.25,0.0
Weißwein,Sauvignon blanc,0.28888888888888886,0.45,0.25,0.75,0.25,0.0
Weißwein,Moscato,0.18888888888888888,0.45,0.75,0.25,0.25,0.0
Roséwein,Andere Weine,0.2111111111111111,0.45,0.75,0.25,0.25,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.3111111111111111,0.55,0.0,0.5,0.25,0.0
Roséwein,Cabernet Franc,0.3088888888888889,0.6,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.75,0.0
Weißwein,Andere Weine,0.3333333333333333,0.45,1.0,0.5,1.0,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.5,0.25,0.0
Weißwein,Andere Weine,0.2777777777777778,0.55,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Airen,0.24444444444444444,0.35,0.5,0.25,0.25,0.0
Weißwein,Andere Weine,0.2777777777777778,0.45,0.25,0.25,0.5,0.0
Weißwein,Moscato,0.12222222222222222,0.4,0.75,0.25,0.25,0.0
Weißwein,Pinot Grigio,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Trebbiano,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Trebbiano,0.3,0.55,0.0,0.5,0.5,0.0
Roséwein,Merlot,0.28888888888888886,0.65,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.2777777777777778,0.55,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.3111111111111111,0.55,0.25,0.25,0.75,0.0
Weißwein,Chardonnay,0.3111111111111111,0.625,0.0,0.5,0.75,0.0
Weißwein,Andere Weine,0.3111111111111111,0.625,0.0,0.5,0.75,0.0
Weißwein,Andere Weine,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.3,0.55,0.0,0.5,0.5,0.0
Roséwein,Moscato,0.1111111111111111,0.4,0.75,0.25,0.25,0.0
Weißwein,Trebbiano,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.3111111111111111,0.55,0.0,0.5,0.5,0.0
Weißwein,Trebbiano,0.3333333333333333,0.45,1.0,0.5,1.0,0.0
Weißwein,Andere Weine,0.28888888888888886,0.55,0.0,0.75,0.5,0.0
Weißwein,Trebbiano,0.26666666666666666,0.55,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.3111111111111111,0.55,0.0,0.75,0.5,0.0
Weißwein,Andere Weine,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.28888888888888886,0.55,0.0,0.5,0.25,0.0
Weißwein,Andere Weine,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Weißwein,Vermentino,0.3,0.55,0.0,0.25,0.5,0.0
Weißwein,Andere Weine,0.28888888888888886,0.75,0.0,0.75,0.75,0.0
Weißwein,Malvasia,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Riesling,0.2222222222222222,0.4,0.0,1.0,0.25,0.0
Weißwein,Andere Weine,0.3333333333333333,0.45,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Pinot Grigio,0.28888888888888886,0.45,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,1.0,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.0,0.0
Weißwein,Moscato,0.0,0.0,0.75,0.25,0.25,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.0,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.0,0.0
Weißwein,Pinot Grigio,0.0,0.0,0.0,0.5,0.0,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.5,0.0,0.0
Weißwein,Sauvignon blanc,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Gewurztraminer,0.3333333333333333,0.55,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.3111111111111111,0.55,0.0,0.75,0.5,0.0
Weißwein,Sauvignon blanc,0.3,0.55,0.0,0.75,0.0,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.5,0.0,0.0
Weißwein,Andere Weine,0.3,0.55,0.0,0.5,0.25,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.25,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.26666666666666666,0.55,0.0,1.0,1.0,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.25555555555555554,0.55,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.75,0.25,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.25,1.0,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.2777777777777778,0.55,0.0,0.75,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.25,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,1.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,1.0,0.25,0.0
Weißwein,Viognier,0.0,0.0,0.0,0.75,0.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Roséwein,Zinfandel,0.0,0.0,0.5,0.25,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.25,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,1.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Riesling,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Pinot Gris,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Gewurztraminer,0.0,0.0,1.0,0.5,1.0,0.0
Weißwein,Pinot Gris,0.22444444444444445,0.35,1.0,0.5,1.0,0.0
Weißwein,Riesling,0.2577777777777778,0.35,1.0,0.5,1.0,0.0
Weißwein,Riesling,0.23555555555555555,0.35,1.0,0.5,1.0,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.5,0.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Viognier,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.3,0.55,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Viognier,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Chenin Blanc,0.0,0.0,0.25,0.75,0.5,0.0
Weißwein,Chardonnay,0.32222222222222224,0.55,0.0,0.75,0.75,0.0
Weißwein,Trebbiano,0.0,0.0,1.0,0.5,1.0,0.0
Weißwein,Riesling,0.0,0.0,0.25,1.0,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.0,0.0,1.0,0.0,0.5,0.0
Weißwein,Rousaanne,0.32222222222222224,0.55,0.0,0.5,0.75,0.0
Weißwein,Riesling,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Blend,0.24444444444444444,0.45,0.75,0.5,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,0.75,0.0
Weißwein,Semillon,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Cortese,0.2777777777777778,0.45,0.0,0.75,0.5,0.0
Weißwein,Moscato,0.12222222222222222,0.35,0.75,0.25,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Riesling,0.2111111111111111,0.5,0.75,0.25,0.5,0.0
Weißwein,Furmint,0.2777777777777778,0.35,1.0,0.0,0.75,0.0
Weißwein,Blend,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.32222222222222224,0.55,0.0,0.5,0.5,0.0
Weißwein,Semillon,0.25555555555555554,0.35,0.75,0.0,0.75,0.0
Weißwein,Semillon,0.25555555555555554,0.35,0.75,0.0,0.75,0.0
Weißwein,Semillon,0.25555555555555554,0.35,1.0,0.0,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,0.0,0.0
Weißwein,Semillon,0.3,0.35,1.0,0.75,0.75,0.0
Weißwein,Semillon,0.0,0.0,1.0,0.75,0.75,0.0
Roséwein,Grenache,0.2777777777777778,0.55,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Vermentino,0.3,0.55,0.0,0.75,0.5,0.0
Weißwein,Aligote,0.0,0.0,0.0,1.0,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,1.0,1.0,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,1.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,1.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Aligote,0.2777777777777778,0.55,0.0,1.0,0.0,0.0
Weißwein,Rousaanne,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Grenache Blanc,0.0,0.0,0.0,0.75,0.5,0.0
Roséwein,Blend,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Riesling,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Pinot Gris,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.5,0.0
Roséwein,Merlot,0.2777777777777778,0.65,0.25,0.5,0.25,0.0
Weißwein,Vermentino,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Andere Weine,0.0,0.0,0.5,0.25,0.5,0.0
Weißwein,Chardonnay,0.32222222222222224,0.55,0.0,0.5,0.75,0.0
Weißwein,Muscat,0.17777777777777778,0.35,0.75,0.0,0.5,0.0
Weißwein,Moscato,0.2222222222222222,0.45,0.75,0.25,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.25,0.0
Roséwein,Cabernet Sauvignon,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Sauvignon blanc,0.3,0.55,0.0,1.0,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.25,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.25,0.5,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Semillon,0.3,0.525,1.0,0.25,0.5,0.0
Weißwein,Chardonnay,0.3,0.6,0.0,0.75,0.75,0.0
Roséwein,Blend,0.26666666666666666,0.5,0.75,0.25,0.5,0.0
Weißwein,Chardonnay,0.35555555555555557,0.55,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.26666666666666666,0.55,0.0,0.75,0.25,0.0
Weißwein,Macabeo,0.28888888888888886,0.65,0.25,0.5,0.25,0.0
Weißwein,Macabeo,0.2777777777777778,0.55,0.25,0.5,0.5,0.0
Weißwein,Moscato,0.17777777777777778,0.35,0.75,0.5,0.25,0.0
Weißwein,Moscato,0.28888888888888886,0.35,0.75,0.0,0.25,0.0
Roséwein,Grenache,0.3,0.45,0.0,0.5,0.5,0.25
Roséwein,Grenache,0.3,0.45,0.0,0.75,0.5,0.25
Roséwein,Grenache,0.2777777777777778,0.45,0.0,0.5,0.5,0.25
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.5,0.5,0.0
Roséwein,Grenache,0.3,0.55,0.0,0.5,0.75,0.0
Weißwein,Moscato,0.12222222222222222,0.35,0.75,0.25,0.25,0.0
Weißwein,Moscato,0.16666666666666666,0.35,0.75,0.25,0.5,0.0
Weißwein,Sauvignon blanc,0.3,0.45,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.29888888888888887,0.45,0.25,0.5,0.5,0.0
Weißwein,Viognier,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Rousaanne,0.3111111111111111,0.6,0.0,0.5,0.5,0.0
Weißwein,Macabeo,0.25555555555555554,0.325,0.25,0.5,0.75,0.0
Weißwein,Chardonnay,0.3111111111111111,0.35,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.32222222222222224,0.55,0.0,0.5,0.5,0.0
Weißwein,Riesling,0.25555555555555554,0.55,0.25,1.0,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.25,1.0,0.25,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.25,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.25,0.0
Weißwein,Andere Weine,0.3111111111111111,0.55,0.0,0.5,0.5,0.0
Weißwein,Moscato,0.12222222222222222,0.35,0.75,0.25,0.25,0.0
Weißwein,Andere Weine,0.24444444444444444,0.35,0.75,0.0,0.25,0.0
Roséwein,Andere Weine,0.24444444444444444,0.45,0.75,0.25,0.25,0.0
Weißwein,Chardonnay,0.3111111111111111,0.6,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.0,0.0,0.25,0.5,0.5,0.0
Weißwein,Chardonnay,0.32222222222222224,0.65,0.0,0.5,1.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,1.0,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Rousaanne,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Rousaanne,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Rousaanne,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.0,1.0,0.75,0.0
Weißwein,Andere Weine,0.25555555555555554,0.55,0.0,0.5,0.5,0.0
Weißwein,Riesling,0.3,0.55,0.0,1.0,0.25,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Pinot Grigio,0.3,0.6,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.75,0.0
Weißwein,Rousaanne,0.0,0.0,0.0,0.5,1.0,0.0
Weißwein,Andere Weine,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.32222222222222224,0.55,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.3,0.6,0.0,0.5,0.75,0.0
Weißwein,Airen,0.26666666666666666,0.35,0.25,0.5,0.25,0.0
Weißwein,Chardonnay,0.3,0.55,0.25,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.2777777777777778,0.6,0.25,1.0,0.5,0.0
Weißwein,Rousaanne,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Andere Weine,0.25555555555555554,0.4,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.28888888888888886,0.5,0.0,0.5,1.0,0.0
Weißwein,Marsanne,0.2777777777777778,0.5,0.0,0.5,0.5,0.0
Weißwein,Viura,0.2777777777777778,0.55,0.25,0.5,0.5,0.0
Weißwein,Riesling,0.24888888888888888,0.8,0.25,0.5,0.25,0.0
Weißwein,Riesling,0.0,0.0,0.0,0.75,0.75,0.0
Weißwein,Viognier,0.0,0.0,0.0,0.75,0.5,0.0
Roséwein,Zinfandel,0.0,0.0,0.5,0.5,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Roséwein,Andere Weine,0.0,0.0,0.25,0.75,0.5,0.25
Weißwein,Zinfandel,0.23333333333333334,0.5,0.25,0.25,0.25,0.0
Weißwein,Chardonnay,0.2777777777777778,0.5,0.25,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.2777777777777778,0.325,0.5,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Weißwein,Grenache Blanc,0.3,0.45,0.0,0.5,0.5,0.0
Weißwein,Grenache Blanc,0.3,0.55,0.0,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.25,0.0
Weißwein,Moscato,0.0,0.0,0.75,0.0,1.0,0.0
Weißwein,Chardonnay,0.3,0.55,0.25,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Riesling,0.18888888888888888,0.45,1.0,0.5,0.75,0.0
Weißwein,Andere Weine,0.25555555555555554,0.55,0.0,0.75,0.5,0.0
Roséwein,Grenache,0.25555555555555554,0.55,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.75,0.25,0.0
Weißwein,Sauvignon blanc,0.2777777777777778,0.45,0.0,0.75,0.25,0.0
Weißwein,Andere Weine,0.28888888888888886,0.5,0.0,0.5,0.5,0.0
Weißwein,Viura,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,1.0,0.25,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.75,0.0
Weißwein,Riesling,0.25555555555555554,0.45,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.2777777777777778,0.4,0.25,0.75,0.5,0.0
Roséwein,Muscat,0.1111111111111111,0.35,0.75,0.0,0.5,0.0
Weißwein,Moscato,0.1111111111111111,0.35,0.75,0.25,0.5,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Roséwein,Andere Weine,0.28888888888888886,0.35,0.0,0.5,0.25,0.0
Weißwein,Andere Weine,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Pinot Grigio,0.0,0.0,0.0,0.5,0.25,0.0
Roséwein,Cabernet Sauvignon,0.26666666666666666,0.6,0.25,0.5,0.5,0.0
Weißwein,Riesling,0.2222222222222222,0.45,0.25,1.0,0.25,0.0
Weißwein,Riesling,0.18888888888888888,0.55,0.5,1.0,0.25,0.0
Weißwein,Riesling,0.16666666666666666,0.45,0.75,0.25,0.75,0.0
Weißwein,Riesling,0.26666666666666666,0.45,0.0,1.0,0.25,0.0
Weißwein,Verdejo,0.26666666666666666,0.45,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.32222222222222224,0.45,0.0,0.5,0.75,0.0
Roséwein,Pinot Noir,0.2977777777777778,0.75,0.25,1.0,0.5,0.5
Weißwein,Sauvignon blanc,0.26666666666666666,0.5,0.0,0.75,0.5,0.0
Weißwein,Moscato,0.0,0.0,0.75,0.25,0.25,0.0
Weißwein,Riesling,0.2777777777777778,0.45,0.0,0.25,0.5,0.0
Weißwein,Sauvignon blanc,0.2644444444444444,0.45,0.0,0.75,0.25,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.2777777777777778,0.85,0.0,0.5,0.75,0.0
Weißwein,Moscato,0.0,0.0,0.75,0.25,0.25,0.0
Weißwein,Rousaanne,0.32222222222222224,0.55,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.28888888888888886,0.45,0.0,0.75,0.5,0.0
Weißwein,Viognier,0.28888888888888886,0.55,0.0,0.75,0.5,0.0
Weißwein,Moscato,0.044444444444444446,0.35,0.75,0.25,0.25,0.0
Weißwein,Macabeo,0.3,0.45,0.0,0.5,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,1.0,0.5,1.0,0.0
Weißwein,Riesling,0.2777777777777778,0.35,0.0,1.0,0.25,0.0
Weißwein,Airen,0.14444444444444443,0.35,0.5,0.5,0.5,0.0
Weißwein,Garganega,0.2777777777777778,0.55,0.0,0.75,0.0,0.0
Weißwein,Garganega,0.3,0.55,0.0,1.0,0.0,0.0
Weißwein,Garganega,0.28888888888888886,0.45,0.0,1.0,0.0,0.0
Weißwein,Chenin Blanc,0.3,0.55,0.0,0.75,0.5,0.0
Weißwein,Macabeo,0.3,0.55,0.25,0.5,0.5,0.0
Weißwein,Andere Weine,0.2,0.35,1.0,0.75,0.75,0.0
Weißwein,Andere Weine,0.3,0.6,0.0,0.75,0.75,0.0
Weißwein,Grenache Blanc,0.28888888888888886,0.7,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.26666666666666666,0.55,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.75,0.5,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Riesling,0.28888888888888886,0.55,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.25,0.75,0.5,0.0
Weißwein,Riesling,0.0,0.0,0.5,1.0,0.5,0.0
Weißwein,Chardonnay,0.0,0.0,0.0,0.25,0.5,0.0
Weißwein,Rousaanne,0.28888888888888886,0.55,0.0,0.25,0.5,0.0
Weißwein,Andere Weine,0.28888888888888886,0.55,0.0,0.75,0.5,0.0
Weißwein,Andere Weine,0.2777777777777778,0.55,0.0,0.5,0.5,0.0
Weißwein,Riesling,0.2777777777777778,0.55,0.0,0.5,0.5,0.0
